updated,power_value
2019-01-06 23:15:53,106818.8
2019-01-06 23:25:53,106822.4
2019-01-06 23:35:53,106824.1
2019-01-06 23:45:53,106827.7
2019-01-06 23:55:53,106832.7
2019-01-07 00:05:53,106835.7
2019-01-07 00:15:53,106837.0
2019-01-07 00:25:53,106844.2
2019-01-07 00:35:53,106847.9
2019-01-07 00:45:53,106852.3
2019-01-07 00:55:53,106854.2
2019-01-07 01:05:53,106857.90000000001
2019-01-07 01:15:53,106860.8
2019-01-07 01:25:53,106866.0
2019-01-07 01:35:53,106868.2
2019-01-07 01:45:53,106871.9
2019-01-07 01:55:53,106874.7
2019-01-07 02:05:53,106876.70000000001
2019-01-07 02:15:53,106882.0
2019-01-07 02:25:53,106885.2
2019-01-07 02:35:53,106887.7
2019-01-07 02:45:53,106890.3
2019-01-07 02:55:53,106894.3
2019-01-07 03:05:53,106897.2
2019-01-07 03:15:53,106901.6
2019-01-07 03:25:53,106904.1
2019-01-07 03:35:53,106905.8
2019-01-07 03:45:53,106909.3
2019-01-07 03:55:53,106912.7
2019-01-07 04:05:53,106914.1
2019-01-07 04:15:53,106920.2
2019-01-07 04:25:53,106923.2
2019-01-07 04:35:53,106926.9
2019-01-07 04:45:53,106930.4
2019-01-07 04:55:53,106931.8
2019-01-07 05:05:53,106933.7
2019-01-07 05:15:53,106939.90000000001
2019-01-07 05:25:53,106942.3
2019-01-07 05:35:53,106944.6
2019-01-07 05:45:53,106948.1
2019-01-07 05:55:53,106950.1
2019-01-07 06:05:53,106955.09999999999
2019-01-07 06:15:53,106956.0
2019-01-07 06:25:53,106961.2
2019-01-07 06:35:53,106964.8
2019-01-07 06:45:53,106967.7
2019-01-07 06:55:53,106970.1
2019-01-07 07:05:53,106972.1
2019-01-07 07:15:53,106973.4
2019-01-07 07:25:53,106977.6
2019-01-07 07:35:53,106980.5
2019-01-07 07:45:53,106985.0
2019-01-07 07:55:53,106988.5
2019-01-07 08:05:53,106993.5
2019-01-07 08:15:53,106995.2
2019-01-07 08:25:53,106997.7
2019-01-07 08:35:53,107001.70000000001
2019-01-07 08:45:53,107004.1
2019-01-07 08:55:53,107008.2
2019-01-07 09:05:53,107011.3
2019-01-07 09:15:53,107015.5
2019-01-07 09:25:53,107017.6
2019-01-07 09:35:53,107021.3
2019-01-07 09:45:53,107024.0
2019-01-07 09:55:53,107028.0
2019-01-07 10:05:53,107030.4
2019-01-07 10:15:53,107032.0
2019-01-07 10:25:53,107034.0
2019-01-07 10:35:53,107035.2
2019-01-07 10:45:53,107044.2
2019-01-07 10:55:53,107047.8
2019-01-07 11:05:53,107050.5
2019-01-07 11:15:53,107053.5
2019-01-07 11:25:53,107056.1
2019-01-07 11:35:53,107059.4
2019-01-07 11:45:53,107063.5
2019-01-07 11:55:53,107065.0
2019-01-07 12:05:53,107069.3
2019-01-07 12:15:53,107071.09999999999
2019-01-07 12:25:53,107073.59999999999
2019-01-07 12:35:53,107078.6
2019-01-07 12:45:53,107080.8
2019-01-07 12:55:53,107083.1
2019-01-07 13:05:53,107089.59999999999
2019-01-07 13:15:53,107094.3
2019-01-07 13:25:53,107097.1
2019-01-07 13:35:53,107101.8
2019-01-07 13:45:53,107105.2
2019-01-07 13:55:53,107109.0
2019-01-07 14:05:53,107111.2
2019-01-07 14:15:53,107114.2
2019-01-07 14:25:53,107118.8
2019-01-07 14:35:53,107122.9
2019-01-07 14:45:53,107127.5
2019-01-07 14:55:53,107129.4
2019-01-07 15:05:53,107130.9
2019-01-07 15:15:53,107137.7
2019-01-07 15:25:53,107140.2
2019-01-07 15:35:53,107146.9
2019-01-07 15:45:53,107150.0
2019-01-07 15:55:53,107155.0
2019-01-07 16:05:53,107158.2
2019-01-07 16:15:53,107162.2
2019-01-07 16:25:53,107166.9
2019-01-07 16:35:53,107171.4
2019-01-07 16:45:53,107175.1
2019-01-07 16:55:53,107179.1
2019-01-07 17:05:53,107183.2
